"Sr. No.","Page","College Code","College Name","Course Code","Course Name","Status","Level","Stage","Caste/Category","Cut‑off Rank","Cut‑off Percentile"
"7897","704","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515119110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOBCH","116371","53.51785"
"7898","704","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515119110","Civil Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","85629","68.47371"
"7899","704","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515119110","Civil Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOBCO","114029","54.18004"
"7900","704","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515119110","Civil Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOPENO","123354","48.86968"
"7901","704","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515119110","Civil Engineering","Un-Aided","State Level","I","EWS","166863","15.59759"
"7902","705","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515124510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","26255","91.2437"
"7903","705","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515124510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSTH","102272","60.5031"
"7904","705","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515124510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GNT2H","44085","84.83075"
"7905","705","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515124510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSEBCH","83056","69.76044"
"7906","705","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515124510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LSEBCH","61843","78.21526"
"7907","705","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515124510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I-NON PWD","PWDOBCH","28981","90.29771"
"7908","705","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515124510","Computer Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOBCO","37485","87.27847"
"7909","705","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515124510","Computer Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOBCO","38172","86.93531"
"7910","705","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515124510","Computer Engineering","Un-Aided","State Level","I","EWS","67483","76.13585"
"7911","705","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515124610","Information Technology","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","31236","89.45199"
"7912","705","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515124610","Information Technology","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOBCH","33975","88.51724"
"7913","705","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515124610","Information Technology","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","36842","87.49692"
"7914","706","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515129310","Electrical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","63813","77.71523"
"7915","706","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515129310","Electrical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","71621","74.37855"
"7916","706","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515129310","Electrical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","66394","76.54046"
"7917","706","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515129310","Electrical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","78630","71.59658"
"7918","706","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515129310","Electrical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GSEBCO","86853","67.86229"
"7919","706","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515129310","Electrical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LNT2O","158657","23.94548"
"7920","706","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515129310","Electrical Engineering","Un-Aided","State Level","I","TFWS","54369","81.20844"
"7921","707","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","51576","82.1767"
"7922","707","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GNT2H","57560","80.00336"
"7923","707","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","52913","81.76581"
"7924","707","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","48937","83.14695"
"7925","707","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I-NON PWD","PWDOPENH","44605","84.60874"
"7926","707","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSTO","146075","33.69538"
"7927","707","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515137210","Electronics and Telecommunication Engg","Un-Aided","State Level","I","TFWS","38682","86.82424"
"7928","707","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515137210","Electronics and Telecommunication Engg","Un-Aided","State Level","I","EWS","117967","52.0861"
"7929","708","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","78803","71.59658"
"7930","708","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSCH","102267","60.5031"
"7931","708","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","85106","68.71565"
"7932","708","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","77161","72.14678"
"7933","708","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I-NON PWD","PWDOPENH","76143","72.60955"
"7934","708","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515161210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","86158","68.17671"
"7935","708","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515161210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOBCO","93928","65.03775"
"7936","708","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515161210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOPENO","119581","51.13964"
"7937","708","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515161210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LSEBCO","177993","2.4045"
"7938","708","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515161210","Mechanical Engineering","Un-Aided","State Level","I","TFWS","77278","72.14678"
"7939","709","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515199510","Artificial Intelligence and Data Science","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSEBCH","72962","73.8487"
"7940","709","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515199510","Artificial Intelligence and Data Science","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","41502","85.86324"
"7941","709","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515199510","Artificial Intelligence and Data Science","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOBCO","41592","85.77905"
"7942","709","5151","MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","515199510","Artificial Intelligence and Data Science","Un-Aided","State Level","I","EWS","76212","72.60955"
"7943","710","5152","G H Raisoni College of  Engineering and Management, Jalgaon","515219110","Civil Engineering","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","GOPENS","144009","35.21662"
"7944","710","5152","G H Raisoni College of  Engineering and Management, Jalgaon","515219110","Civil Engineering","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","LOPENS","132920","42.87733"
"7945","710","5152","G H Raisoni College of  Engineering and Management, Jalgaon","515219110","Civil Engineering","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","MH","MI","174753","6.50043"
"7946","710","5152","G H Raisoni College of  Engineering and Management, Jalgaon","515224210","Computer Science and Engineering","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","GOPENS","80884","70.52155"
"7947","710","5152","G H Raisoni College of  Engineering and Management, Jalgaon","515224210","Computer Science and Engineering","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","LOPENS","83647","69.46839"
"7948","710","5152","G H Raisoni College of  Engineering and Management, Jalgaon","515224210","Computer Science and Engineering","Un-Aided Autonomous Linguistic Minority - Hindi","State Level","I","TFWS","17983","94.02427"
